"id","tissue.pair","r","n","pvalue","qvalue"
"cg05010967","CRBLM-PONS",0.0875086185501432,89,0.41481469685682,0.657479191706145
"cg05023691","CRBLM-PONS",0.121723305129479,89,0.255817150420057,0.510763063205647
"cg05026186","CRBLM-PONS",0.668893431001924,89,7.83400398030704e-13,1.92363762657801e-11
"cg05037688","CRBLM-PONS",0.105451295079595,89,0.325357659023325,0.580863121743204
"cg05050341","CRBLM-PONS",0.167809892562188,89,0.115972689176808,0.319948183670134
"cg05055150","CRBLM-PONS",0.282503049850389,89,0.0073112501794594,0.0387893250471319
"cg05058973","CRBLM-PONS",-0.0259700190895296,89,0.809107219712969,0.919773879510501
"cg05071677","CRBLM-PONS",0.464658409895337,89,4.49312280656214e-06,4.76758958433857e-05
"cg05072008","CRBLM-PONS",0.572111183160847,89,4.71901262410477e-09,7.63178248519012e-08
"cg05078019","CRBLM-PONS",0.22009327514126,89,0.0382197802777868,0.145850910905468
"cg05088386","CRBLM-PONS",-0.0330874584873736,89,0.758220764025185,0.896801581472608
"cg05089968","CRBLM-PONS",0.173025281079634,89,0.104911081771551,0.298201802126409
"cg05091653","CRBLM-PONS",-0.0406212121390578,89,0.70546149154212,0.865449750283165
"cg05093686","CRBLM-PONS",0.179269800233832,89,0.092769330255138,0.271930099310373
"cg05094216","CRBLM-PONS",-0.151081390249335,89,0.157574359074505,0.385137684557736
"cg05104081","CRBLM-PONS",0.134551933071022,89,0.20870239989149,0.455666214096258
"cg05111110","CRBLM-PONS",0.0973714664098087,88,0.366784947595708,0.619074732319122
"cg05112299","CRBLM-PONS",0.371388094076891,89,0.000339420014211581,0.00262293695378341
"cg05119218","CRBLM-PONS",0.0928293041291446,89,0.386906989031828,0.635797473174747
"cg05125838","CRBLM-PONS",0.103646570541381,89,0.333752298407089,0.58867930783349
"cg05127924","CRBLM-PONS",0.366624747707781,89,0.000409750716854885,0.00312476562934863
"cg05130485","CRBLM-PONS",-0.0657004346480658,88,0.543074742978356,0.758767036875409
"cg05140736","CRBLM-PONS",0.11010500549431,89,0.304339708261172,0.560247309268436
"cg05149586","CRBLM-PONS",0.0659255159359167,89,0.539336730830312,0.756850385384911
"cg05155595","CRBLM-PONS",0.0524608425238899,89,0.62536948296137,0.816234705046038
"cg05161795","CRBLM-PONS",0.0420390245881858,88,0.697354317916201,0.860908594637269
"cg05163071","CRBLM-PONS",0.215115894153463,89,0.0429210148250184,0.15604617017778
"cg05164634","CRBLM-PONS",0.365246450466792,89,0.000432464387069584,0.00327138383121992
"cg05168404","CRBLM-PONS",0.199485289619364,89,0.060899956772692,0.202711708491076
"cg05184394","CRBLM-PONS",0.130584952311586,89,0.222559103799965,0.47444918248799
"cg05185584","CRBLM-PONS",0.0222788282256663,89,0.835828244720819,0.931252159111759
"cg05186188","CRBLM-PONS",0.323523045546552,89,0.00198420891638883,0.0126611426093383
"cg05187322","CRBLM-PONS",0.885274805735146,89,1.13886816625733e-30,1.36956197429407e-28
"cg05190718","CRBLM-PONS",0.0825730255466375,89,0.441718115913775,0.681915063737855
"cg05200628","CRBLM-PONS",0.310644791021274,89,0.00304794796459848,0.0184927243906428
"cg05206661","CRBLM-PONS",0.110126819850657,89,0.304243321070286,0.560247309268436
"cg05208153","CRBLM-PONS",-0.0466532415927755,89,0.664186446277992,0.843268660813152
"cg05213296","CRBLM-PONS",0.907690309774209,89,1.45314054187702e-34,2.7260916565613e-32
"cg05215575","CRBLM-PONS",0.110079851339273,89,0.304450877153016,0.560247309268436
"cg05226008","CRBLM-PONS",-0.129444621334401,89,0.226659383024505,0.477058335646199
"cg05232889","CRBLM-PONS",0.0895388679835281,89,0.40403050095633,0.649829578012753
"cg05245515","CRBLM-PONS",0.165119752860666,89,0.122019889016691,0.331176666370532
"cg05246522","CRBLM-PONS",-0.0275345596979483,89,0.797845089539337,0.914664744546441
"cg05252264","CRBLM-PONS",0.0458174582461641,89,0.669849433298048,0.846393155701319
"cg05254747","CRBLM-PONS",0.033342909449455,89,0.756411988271962,0.896077854254989
"cg05256043","CRBLM-PONS",-0.00551761146595146,89,0.959072465656442,0.983263149756736
"cg05257610","CRBLM-PONS",0.0680142437556119,89,0.526532252966062,0.748767818802556
"cg05261299","CRBLM-PONS",-0.139370069938608,89,0.192713014865184,0.43411337162234
"cg05262335","CRBLM-PONS",0.159914588581254,89,0.134404702822926,0.348649367389117
"cg05275752","CRBLM-PONS",0.556532027345613,88,1.80061891133013e-08,2.67243756143617e-07
"cg05292376","CRBLM-PONS",0.0139183419711929,89,0.896997297555825,0.956320048901188
"cg05293216","CRBLM-PONS",0.619345932900983,89,9.79097464067703e-11,1.89750706879237e-09
"cg05301852","CRBLM-PONS",0.170015522304483,89,0.111189515996027,0.309998513097003
"cg05330360","CRBLM-PONS",0.483028998085348,89,1.6328692253136e-06,1.83648840928556e-05
"cg05331214","CRBLM-PONS",0.100404454095871,89,0.349174389641578,0.603622516556948
"cg05333568","CRBLM-PONS",0.731922971340697,88,5.45350010200108e-16,1.82692253417036e-14
"cg05335315","CRBLM-PONS",0.0479547039838509,89,0.655405663987539,0.836360414254663
"cg05341878","CRBLM-PONS",-0.0741116203025953,89,0.490047114478257,0.719349285415658
"cg05348123","CRBLM-PONS",0.0255870769940579,89,0.811869800095133,0.920616383570158
"cg05350879","CRBLM-PONS",-0.0331861392167064,89,0.757521879029568,0.896486907052404
"cg05358404","CRBLM-PONS",0.133871630886721,89,0.211033986669553,0.457370331552774
"cg05365670","CRBLM-PONS",0.220317637013176,89,0.0380184263351078,0.145450400791881
"cg05376954","CRBLM-PONS",0.227905708211412,89,0.0317123390921295,0.127775661805917
"cg05379350","CRBLM-PONS",0.124468186046269,89,0.245171816808533,0.499937313405225
"cg05380910","CRBLM-PONS",0.00119621762733271,89,0.991123267417155,0.996007740344216
"cg05382123","CRBLM-PONS",0.129857040658334,89,0.22517038189164,0.475976814208605
"cg05399697","CRBLM-PONS",0.412744760499391,88,6.43605305113714e-05,0.000561061130294297
"cg05418487","CRBLM-PONS",0.437245645240358,89,1.83235594723588e-05,0.000174315403499721
"cg05429895","CRBLM-PONS",0.112549068843287,89,0.293664456862498,0.549814891291464
"cg05433460","CRBLM-PONS",0.119173407785038,89,0.265985189255223,0.52008261566056
"cg05443740","CRBLM-PONS",-0.0214618066725521,89,0.841769165057454,0.933572860757663
"cg05446471","CRBLM-PONS",0.00922668868339702,89,0.931612917646034,0.970947685279978
"cg05454446","CRBLM-PONS",0.584599513577621,89,1.79862204291947e-09,3.07866327784391e-08
"cg05461841","CRBLM-PONS",-0.230982062025239,89,0.0294196493867632,0.120399786757347
"cg05467918","CRBLM-PONS",0.954054995700934,89,2.59414950289868e-47,2.0277601947658e-44
"cg05471521","CRBLM-PONS",0.534670063472096,89,6.77100485697858e-08,9.1515886971843e-07
"cg05484458","CRBLM-PONS",0.101255281312677,89,0.345084786022187,0.600591457743727
"cg05485060","CRBLM-PONS",0.104448669499004,89,0.330004547055285,0.58486073134362
"cg05492113","CRBLM-PONS",0.223073291919719,89,0.0356168344524399,0.139121547713597
"cg05501357","CRBLM-PONS",0.252348637277073,89,0.0170445038945192,0.0781414694675416
"cg05512099","CRBLM-PONS",0.0639735117297809,89,0.551439982805951,0.765424869766562
"cg05512756","CRBLM-PONS",0.314724460129119,89,0.00266578120178288,0.0164506761004759
"cg05516537","CRBLM-PONS",-0.0875290083681707,89,0.414705566708587,0.657479191706145
"cg05517711","CRBLM-PONS",0.110067713881745,89,0.304504528171061,0.560247309268436
"cg05520656","CRBLM-PONS",0.846148704460551,89,1.67136563249395e-25,1.20595458713794e-23
"cg05535113","CRBLM-PONS",0.219258748261527,89,0.0389765641962948,0.147896509773966
"cg05538432","CRBLM-PONS",-0.01009249861969,89,0.925213346753126,0.968798972152748
"cg05546044","CRBLM-PONS",0.274635221272227,89,0.00919914825566449,0.0471519183814934
"cg05554718","CRBLM-PONS",0.4882073193336,89,1.21440023562735e-06,1.38577545136065e-05
"cg05558390","CRBLM-PONS",-0.0520693920487894,89,0.627955551683318,0.818086538165211
"cg05564266","CRBLM-PONS",-0.0560861083331673,89,0.601637861186153,0.800591323095646
"cg05569220","CRBLM-PONS",-0.0732140586705994,88,0.497835615771786,0.726010273000522
"cg05590257","CRBLM-PONS",0.682365478096826,89,1.79007453162744e-13,4.66413864074039e-12
"cg05590294","CRBLM-PONS",0.0143363693228122,89,0.89392139892955,0.955444703960709
"cg05590982","CRBLM-PONS",0.105941775145697,89,0.32309973295386,0.578594023502712
"cg05592434","CRBLM-PONS",-0.13459524253939,89,0.208554589754461,0.455666214096258
"cg05598246","CRBLM-PONS",0.132763399678818,89,0.21487173910849,0.462906962066522
"cg05606799","CRBLM-PONS",-0.061465134436617,89,0.567183012411409,0.777349014672562
"cg05607401","CRBLM-PONS",0.0928040702813077,89,0.387036628126632,0.635797473174747
"cg05615150","CRBLM-PONS",-0.0490440741075979,88,0.649994978904717,0.833513253291556
"cg05619712","CRBLM-PONS",0.213374249415241,89,0.0446754936495531,0.160681031607672
"cg05624196","CRBLM-PONS",0.0844665790766053,89,0.431282348296492,0.672074370057551
"cg05628549","CRBLM-PONS",0.126207670925399,89,0.238585962750775,0.490990857964516
"cg05650171","CRBLM-PONS",0.0329513255174519,89,0.759185215081608,0.897097167733117
"cg05654163","CRBLM-PONS",0.104726008027583,89,0.328714956492329,0.584188384217137
"cg05656364","CRBLM-PONS",0.0542342913952879,89,0.61371045301079,0.808966280106971
"cg05657090","CRBLM-PONS",0.0447479731687767,89,0.677122851649045,0.849912777150058
"cg05668853","CRBLM-PONS",0.019359479446094,89,0.857096074550771,0.938633360029158
"cg05670596","CRBLM-PONS",-0.00669592004885259,89,0.950342343645628,0.97829358904697
"cg05671018","CRBLM-PONS",-0.0123701297704988,89,0.908402142782239,0.961708657282304
"cg05696092","CRBLM-PONS",0.348480990883104,89,0.0008179578974225,0.00580366496053181
"cg05697249","CRBLM-PONS",0.0868799823276156,89,0.418187454238067,0.659596927068073
"cg05697976","CRBLM-PONS",0.262820985870932,89,0.0128352457408888,0.0614885623337777
"cg05698069","CRBLM-PONS",0.13738699587714,89,0.199183410690161,0.441062415550924
"cg05701114","CRBLM-PONS",-0.0871928137676415,89,0.416507072562523,0.658159760888893
"cg05702774","CRBLM-PONS",0.0660968950886211,89,0.538280385975296,0.755893104782543
"cg05711886","CRBLM-PONS",0.115792554534021,89,0.279883155101472,0.535121075183817
"cg05719902","CRBLM-PONS",0.721886902247792,89,1.43853542576478e-15,4.49782076455787e-14
"cg05722906","CRBLM-PONS",0.092059129759135,89,0.390875485326493,0.638747744314025
"cg05723825","CRBLM-PONS",0.574114960435358,89,4.05334245744594e-09,6.57791561433268e-08
"cg05730092","CRBLM-PONS",0.0496099948956284,89,0.64430505859903,0.830162287041058
"cg05740244","CRBLM-PONS",0.896880773906007,89,1.41917199959949e-32,2.2186388927072e-30
"cg05744229","CRBLM-PONS",0.0221488207717258,89,0.836772979248696,0.931252159111759
"cg05761971","CRBLM-PONS",0.454114149629587,89,7.82727751823118e-06,8.05042358782987e-05
"cg05766474","CRBLM-PONS",0.303395999549982,89,0.00384965966592231,0.0227391735934202
"cg05767404","CRBLM-PONS",0.264669947215216,89,0.0121945797415968,0.0589006992668271
"cg05778847","CRBLM-PONS",0.0217345658175593,89,0.839784812423889,0.932873228391293
"cg05781767","CRBLM-PONS",-0.0144126232340444,89,0.893360480565091,0.955444703960709
"cg05798712","CRBLM-PONS",0.0962618309895627,89,0.3695157697619,0.62164081193577
"cg05807444","CRBLM-PONS",0.408918939234418,89,6.93178587809737e-05,0.000600925614940419
"cg05807991","CRBLM-PONS",0.278200519580882,89,0.00829632675733779,0.0432330805465714
"cg05820087","CRBLM-PONS",0.0921557909652048,89,0.390376087840361,0.638599181015449
"cg05822532","CRBLM-PONS",0.165559601485915,89,0.121014918681939,0.329211118688105
"cg05826823","CRBLM-PONS",0.0828697208075887,88,0.442728886697494,0.68275632630158
"cg05847038","CRBLM-PONS",0.297889151073891,89,0.00457937843844755,0.0260963364232309
"cg05859842","CRBLM-PONS",0.0322041026906665,89,0.764485528952279,0.900154622249819
"cg05861567","CRBLM-PONS",0.0384497630431484,89,0.720538750602434,0.873071666824337
"cg05863612","CRBLM-PONS",0.0973373577663733,88,0.366953636589055,0.619074732319122
"cg05874478","CRBLM-PONS",0.105598805676856,89,0.324677535658975,0.580067746871845
"cg05885123","CRBLM-PONS",0.032504556749623,89,0.762352983996978,0.89902828638316
"cg05885720","CRBLM-PONS",0.0732835123269659,89,0.494922579182928,0.723336521149247
"cg05886367","CRBLM-PONS",0.113840885401061,88,0.290926843953931,0.545853973217259
"cg05890484","CRBLM-PONS",0.170785414756076,89,0.109556426213344,0.308230137336882
"cg05912121","CRBLM-PONS",0.132731569491034,89,0.214982690975585,0.462933342826213
"cg05924191","CRBLM-PONS",0.509985774102899,89,3.31005120119129e-07,4.11780905400189e-06
"cg05924583","CRBLM-PONS",0.0127210125710991,89,0.905815667369228,0.960279267622441
"cg05936800","CRBLM-PONS",-0.0548733001214545,89,0.60953268389893,0.805961691673189
"cg05949173","CRBLM-PONS",0.0924606290392925,89,0.388803647662981,0.636693124140845
"cg05949660","CRBLM-PONS",-0.0667498189301349,89,0.534265271201574,0.75361665147229
"cg05953243","CRBLM-PONS",0.113338918774896,89,0.290267959272979,0.545415356165974
"cg05955301","CRBLM-PONS",0.172619982134896,89,0.105740062302975,0.299470034599337
"cg05958352","CRBLM-PONS",0.0488785004045631,89,0.649201137246155,0.833037847793288
"cg05968233","CRBLM-PONS",0.318632679385835,89,0.00234061871295823,0.0146366690183655
"cg05982504","CRBLM-PONS",0.192126429474282,89,0.0712723609647542,0.224190055616832
"cg05985767","CRBLM-PONS",0.182300447678716,89,0.08729055617121,0.260097019341153
"cg05989054","CRBLM-PONS",-0.0162672773251703,89,0.879734566312517,0.94762405052956
"cg05992340","CRBLM-PONS",0.108113863848872,89,0.313221511978622,0.567337141536446
"cg05998244","CRBLM-PONS",0.121032514082122,89,0.258545176364574,0.513368703281055
"cg05998983","CRBLM-PONS",0.0229105613593455,88,0.832204614792649,0.92971103815187
"cg06003187","CRBLM-PONS",0.121650838736038,89,0.256102403573284,0.510824268740074
"cg06021171","CRBLM-PONS",-0.0236371328195419,89,0.825971914382398,0.926970155169525
"cg06038133","CRBLM-PONS",0.265053213473384,89,0.0120653183651152,0.0584569660458579
"cg06039392","CRBLM-PONS",0.0705010389047255,89,0.511489085062503,0.736305650381565
"cg06048973","CRBLM-PONS",0.0919898898903218,89,0.3912334454983,0.638887485858992
"cg06059810","CRBLM-PONS",-0.192652030088591,89,0.0704871889614803,0.222616105204945
"cg06063714","CRBLM-PONS",0.0629605433352364,89,0.557772092015583,0.769461491396481
"cg06096336","CRBLM-PONS",0.167737637629986,89,0.11613202895392,0.320199421395583
"cg06098051","CRBLM-PONS",0.223702671746897,89,0.0350865362177773,0.138050213809879
"cg06101212","CRBLM-PONS",0.105054246435725,87,0.332849110957893,0.587749371382726
"cg06101324","CRBLM-PONS",0.0914721236941265,89,0.393916416532221,0.641036777771032
"cg06117855","CRBLM-PONS",-0.0306152709381901,89,0.775791490255113,0.907629035995161
"cg06118312","CRBLM-PONS",-0.0024980879631911,89,0.981463784224732,0.991612483415337
"cg06123346","CRBLM-PONS",0.297558545386085,89,0.00462686788854598,0.0263124641375796
"cg06130787","CRBLM-PONS",-0.0480028236125089,89,0.655081894041259,0.836360414254663
"cg06131936","CRBLM-PONS",0.055845354591414,89,0.603201448166477,0.801647716605491
"cg06142324","CRBLM-PONS",-0.00981340315455011,89,0.927275760947208,0.969523221907445
"cg06144905","CRBLM-PONS",0.0665721519227631,89,0.535356350465104,0.754000385489891
"cg06148175","CRBLM-PONS",0.0348897652376788,89,0.745487462966269,0.889426660216688
"cg06148264","CRBLM-PONS",-0.0698689091841393,89,0.515291963794344,0.740643368126103
"cg06151964","CRBLM-PONS",0.0667005599586768,89,0.53456766724702,0.753795056941829
"cg06154570","CRBLM-PONS",0.164610227773431,89,0.123192057075743,0.333009076475639
"cg06165395","CRBLM-PONS",0.111623967284196,89,0.297675740192294,0.553020602294954
"cg06166767","CRBLM-PONS",0.0874684477471349,89,0.415029747365452,0.657523414301353
"cg06190053","CRBLM-PONS",0.660821171849477,89,1.83002490166841e-12,4.37898815756371e-11
"cg06190732","CRBLM-PONS",0.0188556698486849,89,0.860777175621214,0.939948730956974
"cg06192619","CRBLM-PONS",0.044734899244852,89,0.677211950577776,0.849912777150058
"cg06196379","CRBLM-PONS",0.17260060605786,89,0.105779820782106,0.299470034599337
"cg06197492","CRBLM-PONS",0.21463306434497,89,0.0434015700987615,0.157305536138479
"cg06200339","CRBLM-PONS",0.46769069065029,89,3.81707121668863e-06,4.07791890803409e-05
"cg06200697","CRBLM-PONS",0.0989013251050027,89,0.356472916101281,0.610791862294984
"cg06204948","CRBLM-PONS",0.214170420229532,89,0.0438662167192475,0.15852606084545
"cg06206626","CRBLM-PONS",-0.097835776805177,89,0.361703534576633,0.615736791614141
"cg06210526","CRBLM-PONS",0.974781982397789,89,1.86757886793016e-58,4.37947244529622e-55
"cg06213598","CRBLM-PONS",0.0404255905796634,89,0.706815226232145,0.866657100922552
"cg06214007","CRBLM-PONS",-0.0417240435613822,89,0.697846949206053,0.861067337440242
"cg06215939","CRBLM-PONS",0.470510455780911,89,3.27541097084005e-06,3.53142010419307e-05
"cg06220208","CRBLM-PONS",0.692590991184409,89,5.53345060947607e-14,1.53561439990786e-12
"cg06220958","CRBLM-PONS",0.120511523438972,89,0.260615698822364,0.514647422095532
"cg06224510","CRBLM-PONS",0.0706263719867679,89,0.510736798085829,0.736126485255851
"cg06233503","CRBLM-PONS",0.0900416880960419,89,0.401385345379109,0.647131956739874
"cg06236276","CRBLM-PONS",0.0286780578206475,89,0.789639708151461,0.909481883897434
"cg06238491","CRBLM-PONS",-0.0936998605101414,89,0.382450454036005,0.632027001208197
"cg06258834","CRBLM-PONS",0.423371522198666,89,3.56843389399467e-05,0.000326874120367871
"cg06264060","CRBLM-PONS",0.0739423667849501,89,0.491041521439201,0.719682729859329
"cg06277657","CRBLM-PONS",0.122537460959831,89,0.252627254645991,0.508071108185976
"cg06290168","CRBLM-PONS",0.251064236546106,83,0.022055136073208,0.0962219424961354
"cg06303238","CRBLM-PONS",0.208136017596745,89,0.0503138986533857,0.175052277157099
"cg06305609","CRBLM-PONS",-0.0234811577737035,89,0.827102385441416,0.927273190286488
"cg06310844","CRBLM-PONS",-0.138187206633563,89,0.196553951678605,0.438552822727239
"cg06317209","CRBLM-PONS",0.221055064881371,89,0.0373628550529267,0.143837753452599
"cg06318853","CRBLM-PONS",0.0641350672439057,89,0.550433312133143,0.765125143421589
"cg06330621","CRBLM-PONS",0.332864802380913,89,0.00143629068396338,0.00943445841426924
"cg06339706","CRBLM-PONS",-0.0387317450645875,89,0.718574645246911,0.871929316371828
"cg06344807","CRBLM-PONS",-0.0429625173921719,89,0.689331385591911,0.85639871915824
"cg06349174","CRBLM-PONS",0.00983210179448233,88,0.927558783944287,0.969523221907445
"cg06352750","CRBLM-PONS",-0.170091449487509,89,0.111027625485252,0.309778221991963
"cg06362985","CRBLM-PONS",0.0710723790127033,89,0.508064345701264,0.733788617743782
"cg06363129","CRBLM-PONS",-0.0842745148885857,89,0.432334408201201,0.672074370057551
"cg06378617","CRBLM-PONS",0.212749094916955,89,0.0453195784822287,0.162251009985994
"cg06388544","CRBLM-PONS",0.507603064725723,89,3.83283294534448e-07,4.70575563184964e-06
"cg06399881","CRBLM-PONS",0.0127624646214997,89,0.905510174623762,0.960258998023359
"cg06417962","CRBLM-PONS",-0.0372060599808909,89,0.729223066920689,0.878965865807769
"cg06421800","CRBLM-PONS",-0.0409771367565626,89,0.703000783283791,0.8635438128641
"cg06424894","CRBLM-PONS",0.425279182001479,89,3.26153991368924e-05,0.000299933768533383
"cg06425515","CRBLM-PONS",0.285852556776511,89,0.00661728237015597,0.0356724762253236
"cg06434451","CRBLM-PONS",0.215666181137868,89,0.0423787174918182,0.155165299252497
"cg06437862","CRBLM-PONS",0.516882882537112,89,2.15145748118136e-07,2.75692229145918e-06
"cg06453691","CRBLM-PONS",0.409902038113251,89,6.63199788466105e-05,0.000576001297760376
"cg06454084","CRBLM-PONS",0.115488274925863,89,0.281157340005731,0.536682102005241
"cg06454226","CRBLM-PONS",0.0549433887934705,89,0.609075208796266,0.805961691673189
"cg06456031","CRBLM-PONS",0.136402239599968,89,0.202453825874157,0.446297611862821
"cg06461848","CRBLM-PONS",0.220963618980383,89,0.0374436331410242,0.143943147074921
"cg06471905","CRBLM-PONS",0.152511749493511,89,0.153633220754831,0.378037673315926
"cg06479216","CRBLM-PONS",0.0382613696935428,89,0.721851988796278,0.873673761923753
"cg06488678","CRBLM-PONS",-0.163421954019586,89,0.125959250251522,0.336031255113446
"cg06490988","CRBLM-PONS",-0.0230239205865406,89,0.83041835596003,0.928936187625344
"cg06494782","CRBLM-PONS",0.311256395674714,89,0.00298769384212499,0.0181741687672713
"cg06495803","CRBLM-PONS",0.137928726043525,89,0.197400562047766,0.439396599906988
"cg06496654","CRBLM-PONS",0.345264376959509,89,0.000920718026122629,0.00643542107677366
"cg06501070","CRBLM-PONS",0.214537292510515,89,0.0434974196438764,0.157531195467012
"cg06501084","CRBLM-PONS",0.0973509279077619,89,0.364099152888802,0.617362627277109
"cg06504820","CRBLM-PONS",-0.0312047674223372,89,0.771591104386823,0.904753287268627
"cg06507244","CRBLM-PONS",0.121604867143988,89,0.256283476406267,0.510824268740074
"cg06509940","CRBLM-PONS",0.94691176010521,89,1.19688421682763e-44,7.016733721152e-42
"cg06521761","CRBLM-PONS",0.21755819084583,89,0.0405574475615164,0.15156528212232
"cg06521852","CRBLM-PONS",0.537813748535325,88,6.53724015117262e-08,8.91269078749988e-07
"cg06529761","CRBLM-PONS",-0.0288542047562295,89,0.788377743900516,0.908697866525785
"cg06531741","CRBLM-PONS",0.1017848617752,89,0.342554512816468,0.598800098810747
"cg06536578","CRBLM-PONS",-0.0174750693550465,89,0.87087959251507,0.943877847419767
"cg06539449","CRBLM-PONS",0.0247944120823409,89,0.817595440784041,0.922869462641913
"cg06542614","CRBLM-PONS",0.216669246081689,89,0.0414048675501072,0.153025081804573
"cg06543018","CRBLM-PONS",0.258533441167859,89,0.0144345400679937,0.0679016980129294
"cg06547766","CRBLM-PONS",-0.0755542780220807,89,0.481614518399972,0.710529125918801
"cg06548519","CRBLM-PONS",0.530327946201769,89,9.03412682844001e-08,1.19352267113757e-06
"cg06563300","CRBLM-PONS",0.0281023783529956,89,0.793767798253059,0.912891361894764
"cg06566994","CRBLM-PONS",-0.0351668213927816,89,0.743536008117663,0.888454491228494
"cg06570843","CRBLM-PONS",0.014895026169575,89,0.88981318447272,0.953277806217094
"cg06572974","CRBLM-PONS",0.0367358746420673,89,0.732515178651602,0.881525919113199
"cg06585690","CRBLM-PONS",0.0248371773951045,89,0.817286287890051,0.922869462641913
"cg06597095","CRBLM-PONS",0.272631564749273,89,0.00974343310741243,0.0494018392148803
"cg06609049","CRBLM-PONS",0.427913862410874,89,2.87803523796234e-05,0.000267817167977051
"cg06611744","CRBLM-PONS",0.0796668724179692,89,0.458007485434118,0.695048186270745
"cg06613840","CRBLM-PONS",-0.0104620883888473,89,0.922482974647787,0.967383151635371
"cg06614002","CRBLM-PONS",0.0350443063639515,89,0.744398748261953,0.888806041076517
"cg06627364","CRBLM-PONS",-0.201288357722022,89,0.0585555869548184,0.19602120115496
"cg06630241","CRBLM-PONS",-0.0311166625087966,89,0.772218470545621,0.905139091128009
"cg06630567","CRBLM-PONS",-0.0398609054654827,89,0.710728045074064,0.868708455441431
"cg06638451","CRBLM-PONS",0.211428010409465,89,0.0467059841197164,0.1656710155335
"cg06640279","CRBLM-PONS",0.323599614925165,89,0.00197904073112784,0.0126453692493046
"cg06641366","CRBLM-PONS",0.140039925830763,89,0.190562079695414,0.431131767376504
"cg06641503","CRBLM-PONS",0.0729558251889675,89,0.496858838191168,0.725036699165084
"cg06645778","CRBLM-PONS",0.0678805175944203,89,0.527347436250569,0.749472568489444
"cg06646021","CRBLM-PONS",0.00724953445447858,89,0.94624255706962,0.976860575094986
"cg06650260","CRBLM-PONS",0.103901848270197,89,0.332556615438212,0.587454058909685
"cg06650786","CRBLM-PONS",0.0467263674801506,89,0.663691859242099,0.842868892457472
"cg06653796","CRBLM-PONS",0.166449072130296,89,0.119002106416828,0.325434331833775
"cg06661994","CRBLM-PONS",0.0399199681454015,89,0.710318434623036,0.868612541078779
"cg06673956","CRBLM-PONS",0.112280223705133,89,0.294826491352393,0.550567527137393
"cg06682185","CRBLM-PONS",0.406805994422274,89,7.61923089948698e-05,0.000655673264561356
"cg06690548","CRBLM-PONS",0.129992644894842,89,0.224682298686848,0.475738140334681
"cg06697251","CRBLM-PONS",-0.0706819253578861,89,0.510403531839925,0.735940443756049
"cg06711560","CRBLM-PONS",0.0364849846504814,89,0.734273828409461,0.882784992371282
"cg06714705","CRBLM-PONS",0.00981987188537345,89,0.927227953885438,0.969523221907445
"cg06719391","CRBLM-PONS",0.129425148747586,89,0.226729857175987,0.477058335646199
"cg06723357","CRBLM-PONS",0.189129354327323,89,0.0758851338711487,0.235852404145585
"cg06730286","CRBLM-PONS",0.174919422303616,89,0.101103910631179,0.289790899647162
"cg06734812","CRBLM-PONS",-0.120957652360133,89,0.258842000745685,0.513443691735079
"cg06736444","CRBLM-PONS",0.454518432975975,88,8.65132290312975e-06,8.77799187997737e-05
"cg06747888","CRBLM-PONS",-0.0281728796397102,89,0.793261939006377,0.912757236000959
"cg06750167","CRBLM-PONS",0.0783187446551622,89,0.465674887430729,0.700089743718145
"cg06755819","CRBLM-PONS",-0.0433354597060521,89,0.686774588052811,0.855694617060666
"cg06759890","CRBLM-PONS",-0.0119891005163877,88,0.911724507218766,0.962805561698395
"cg06768707","CRBLM-PONS",0.821609160769666,88,1.05928169921342e-22,6.05857459672068e-21
"cg06771126","CRBLM-PONS",-0.0568591663640584,89,0.596629390331183,0.798115185582786
"cg06784466","CRBLM-PONS",0.2151997469883,89,0.0428380091213825,0.155871737381908
"cg06791867","CRBLM-PONS",-0.12738081193706,89,0.234214224530589,0.485921547894998
"cg06793062","CRBLM-PONS",-0.149075075538083,89,0.16322862005855,0.392384535148437
"cg06796611","CRBLM-PONS",0.160219556976754,89,0.133653712580899,0.348038981722568
"cg06798189","CRBLM-PONS",-0.104648993711052,89,0.329072741332875,0.58438135435486
"cg06800962","CRBLM-PONS",-0.160749314002495,89,0.13235676605017,0.346275868385371
"cg06812844","CRBLM-PONS",0.0715769626425763,89,0.505049620097097,0.731752461617357
"cg06818473","CRBLM-PONS",0.33459978580118,89,0.00135112064276381,0.00897557480816186
"cg06825166","CRBLM-PONS",0.159344954627849,89,0.135816017462839,0.351338732432826
"cg06827038","CRBLM-PONS",-0.168941821953879,89,0.113498490069713,0.314602788668411
"cg06832950","CRBLM-PONS",0.127767518418024,89,0.23278545313312,0.484367247202454
"cg06834875","CRBLM-PONS",0.0821795582261668,89,0.443904283318635,0.68371464327238
"cg06836849","CRBLM-PONS",-0.012833471179528,88,0.905535101753166,0.960258998023359
"cg06840801","CRBLM-PONS",-0.045887976185697,89,0.66937090888969,0.846185865954891
"cg06848073","CRBLM-PONS",0.0607874919594574,89,0.571472027445132,0.777546796842956
"cg06849477","CRBLM-PONS",-0.00578507765555148,89,0.957090340727561,0.982436790985393
"cg06850526","CRBLM-PONS",0.00471595453300272,89,0.965014785965661,0.987545133357833
"cg06851207","CRBLM-PONS",0.207791387233712,89,0.0507045254304418,0.175760697907444
"cg06868758","CRBLM-PONS",-0.0430681124678955,89,0.688607097244466,0.855741199278364
